key	item	tau
gsed2206	by3gmd037	45.18
gsed2206	by3gmd038	46.3
gsed2206	by3gmd039	46.6
gsed2206	by3gmd040	48.23
gsed2206	by3gmd041	50.65
gsed2206	by3gmd042	50.01
gsed2206	by3gmd043	51.7
gsed2206	by3gmd044	50.96
gsed2206	by3gmd045	50.82
gsed2206	by3gmd050	55.86
gsed2206	by3gmd059	66.57
gsed2206	by3red022	59.06
gsed2206	by3red023	59.4
gsed2206	by3red024	59.58
gsed2206	by3red025	61.68
gsed2206	by3red027	66.47
gsed2206	by3red028	66.49
gsed2206	by3red029	66.31
gsed2206	by3red031	67.79
gsed2206	by3red040	71.02
gsed2206	croclc001	29.52
gsed2206	croclc004	35.48
gsed2206	croclc006	31.67
gsed2206	croclc007	39.49
gsed2206	croclc008	39.05
gsed2206	croclc011	39.61
gsed2206	croclc014	35.29
gsed2206	croclc023	59.56
gsed2206	croclc024	59.91
gsed2206	croclc025	60.29
gsed2206	croclc026	59.5
gsed2206	croclc027	63.1
gsed2206	croclc028	60.8
gsed2206	croclc029	64.83
gsed2206	croclc031	65.44
gsed2206	croclc032	64.15
gsed2206	croclc034	61.66
gsed2206	croclc035	66.34
gsed2206	croclc037	63.77
gsed2206	croclc038	61.53
gsed2206	croclc039	66.99
gsed2206	croclc041	66.59
gsed2206	croclc042	65.75
gsed2206	croclc043	68.16
gsed2206	croclc044	67.38
gsed2206	croclc045	70.56
gsed2206	croclc046	65.75
gsed2206	croclc048	71.14
gsed2206	croclc049	67.27
gsed2206	croclc050	67.36
gsed2206	croclc051	68.09
gsed2206	cromoc001	33.52
gsed2206	cromoc002	36.32
gsed2206	cromoc005	38.07
gsed2206	cromoc006	32.52
gsed2206	cromoc007	29.6
gsed2206	cromoc008	28.81
gsed2206	cromoc009	38.19
gsed2206	cromoc010	36.5
gsed2206	cromoc011	39.65
gsed2206	cromoc012	37.15
gsed2206	cromoc015	43.77
gsed2206	cromoc016	41.61
gsed2206	cromoc017	48.71
gsed2206	cromoc018	46.61
gsed2206	cromoc019	43.09
gsed2206	cromoc021	50.01
gsed2206	cromoc022	44.54
gsed2206	cromoc025	55.76
gsed2206	cromoc029	57.62
gsed2206	cromoc030	57.34
gsed2206	cromoc031	60.82
gsed2206	cromoc033	64.29
gsed2206	cromoc034	63.77
gsed2206	cromoc035	62.82
gsed2206	cromoc036	69.87
gsed2206	cromoc039	69.39
gsed2206	crosec002	29.95
gsed2206	crosec003	34.4
gsed2206	crosec004	31.26
gsed2206	crosec042	65.64
gsed2206	crosec049	68.14
gsed2206	crosec051	69.98
gsed2206	crosec059	68.57
gsed2206	ddicmm029	2.43
gsed2206	ddicmm030	11.44
gsed2206	ddicmm031	14.54
gsed2206	ddicmm033	36.65
gsed2206	ddicmm034	40.8
gsed2206	ddicmm036	42.8
gsed2206	ddicmm037	48.78
gsed2206	ddicmm039	51.11
gsed2206	ddicmm041	59.91
gsed2206	ddicmm042	56.96
gsed2206	ddicmm043	60.7
gsed2206	ddicmd044	60.61
gsed2206	ddicmm045	62.48
gsed2206	ddicmm046	60.92
gsed2206	ddicmm047	66.42
gsed2206	ddicmm048	65.69
gsed2206	ddicmd049	66.19
gsed2206	ddicmm050	68.98
gsed2206	ddicmd116	30.77
gsed2206	ddicmd136	44.84
gsed2206	ddicmd141	53.23
gsed2206	ddicmd148	55.89
gsed2206	ddifmd001	5.51
gsed2206	ddifmd002	14.59
gsed2206	ddifmm004	20.76
gsed2206	ddifmd007	36.71
gsed2206	ddifmd008	37.17
gsed2206	ddifmm009	33.92
gsed2206	ddifmd010	43.09
gsed2206	ddifmd011	44.54
gsed2206	ddifmm012	45.53
gsed2206	ddifmd013	53.17
gsed2206	ddifmm014	45.37
gsed2206	ddifmd015	57.62
gsed2206	ddifmm016	50.5
gsed2206	ddifmd017	60.87
gsed2206	ddifmd018	59.38
gsed2206	ddifmd020	66.97
gsed2206	ddifmd021	64.17
gsed2206	ddifmd022	65.61
gsed2206	ddifmd023	67.76
gsed2206	ddifmd024	68.32
gsed2206	ddifmd026	69.64
gsed2206	ddifmd027	68.46
gsed2206	ddigmd006	30.17
gsed2206	ddigmd055	26.14
gsed2206	ddigmd057	20
gsed2206	ddigmd058	28.02
gsed2206	ddigmm060	36.5
gsed2206	ddigmd061	33.2
gsed2206	ddigmd062	35.7
gsed2206	ddigmd063	40
gsed2206	ddigmm064	42.82
gsed2206	ddigmm065	43.77
gsed2206	ddigmm066	45.1
gsed2206	ddigmm067	45.1
gsed2206	ddigmd068	50.01
gsed2206	ddigmd069	53.93
gsed2206	ddigmd070	53.44
gsed2206	ddigmd072	59.11
gsed2206	ddigmm073	66.39
gsed2206	ddigmd074	65.97
gsed2206	ddigmd168	53.74
gsed2206	ddigmd268	60.93
gsed2206	denfmd002	35.26
gsed2206	denfmd003	31.33
gsed2206	denfmd004	33
gsed2206	denfmd005	34.5
gsed2206	denfmd006	32.75
gsed2206	denfmd007	32.37
gsed2206	denfmd008	31.18
gsed2206	denfmd009	35.72
gsed2206	denfmd010	37.11
gsed2206	denfmd011	35.51
gsed2206	denfmd013	44.97
gsed2206	denfmd014	44.54
gsed2206	denfmd015	49.74
gsed2206	denfmd017	53.17
gsed2206	denfmd018	57.32
gsed2206	denfmd019	60.87
gsed2206	denfmd023	69.64
gsed2206	denfmd024	73.31
gsed2206	denfmd025	72.53
gsed2206	dengmd008	36.5
gsed2206	dengmd009	31.74
gsed2206	dengmd010	38.51
gsed2206	dengmd011	34.13
gsed2206	dengmd012	43.77
gsed2206	dengmd013	43.74
gsed2206	dengmd014	49.12
gsed2206	dengmd015	47.06
gsed2206	dengmd016	51.38
gsed2206	dengmd017	53.74
gsed2206	dengmd019	56.54
gsed2206	dengmd022	62.01
gsed2206	dengmd024	67.64
gsed2206	denlgd006	30.77
gsed2206	denlgd007	32.04
gsed2206	denlgd008	39.29
gsed2206	denlgd009	34.54
gsed2206	denlgd014	46.89
gsed2206	denlgd015	49.26
gsed2206	denlgd016	51.45
gsed2206	denlgd019	59.91
gsed2206	denlgd023	64.84
gsed2206	denlgd024	67.87
gsed2206	denlgd025	68.23
gsed2206	denlgd028	71.39
gsed2206	denlgd030	72.12
gsed2206	denlgd033	73.71
gsed2206	denlgd036	74.23
gsed2206	densld009	45.67
gsed2206	densld010	46.45
gsed2206	densld011	43.64
gsed2206	dmcfmd002	36.14
gsed2206	dmcfmd003	37.82
gsed2206	dmcfmd004	37.42
gsed2206	dmcfmd005	38.64
gsed2206	dmcfmd006	43.09
gsed2206	dmcfmd007	37.89
gsed2206	dmcfmd009	46.52
gsed2206	dmcfmd010	48.75
gsed2206	dmcfmd011	57.55
gsed2206	dmcgmd002	26.72
gsed2206	dmcgmd003	33.69
gsed2206	dmcgmd004	37.44
gsed2206	dmcgmd005	41.43
gsed2206	dmcgmd006	42.18
gsed2206	dmcgmd007	43.77
gsed2206	dmcgmd008	43.88
gsed2206	dmcgmd009	46.88
gsed2206	dmcgmd010	45.95
gsed2206	dmcgmd011	50.01
gsed2206	dmcgmd012	47.55
gsed2206	dmcgmd013	48.39
gsed2206	dmcgmd014	54.1
gsed2206	dmcgmd016	53.97
gsed2206	dmcgmd017	50.81
gsed2206	dmclgd002	41.94
gsed2206	dmclgd003	48.18
gsed2206	dmclgd004	49.88
gsed2206	dmclgd005	46.33
gsed2206	dmclgd006	49.51
gsed2206	dmclgd007	51.54
gsed2206	dmclgd008	52.98
gsed2206	dmcsld001	29.14
gsed2206	dmcsld002	33.05
gsed2206	dmcsld003	31.32
gsed2206	dmcsld005	31.9
gsed2206	dmcsld006	38.71
gsed2206	dmcsld007	38.07
gsed2206	dmcsld008	38.71
gsed2206	dmcsld009	34.7
gsed2206	dmcsld010	31.47
gsed2206	dmcsld011	37.86
gsed2206	dmcsld018	44.37
gsed2206	dmcsld019	48.77
gsed2206	gricgd006	36.29
gsed2206	gricgd007	35.99
gsed2206	gricgd009	35.3
gsed2206	gricgd012	35.31
gsed2206	gricgd013	36.78
gsed2206	gricgd015	37.05
gsed2206	gricgd017	45.01
gsed2206	gricgd020	47.82
gsed2206	gricgd022	45.27
gsed2206	gricgd023	51.34
gsed2206	gricgd201	49.56
gsed2206	gricgd207	52.16
gsed2206	gricgd213	61.48
gsed2206	gricgd221	62.37
gsed2206	gricgd222	62.27
gsed2206	gricgd304	74.25
gsed2206	gricgd306	76.11
gsed2206	gricgd402	72.76
gsed2206	griehd010	34.8
gsed2206	griehd011	34.08
gsed2206	griehd018	48.49
gsed2206	griehd024	48.75
gsed2206	griehd201	47.46
gsed2206	griehd207	53.17
gsed2206	griehd209	51.79
gsed2206	griehd212	56.54
gsed2206	griehd215	57.61
gsed2206	griehd217	60.32
gsed2206	griehd218	59.45
gsed2206	griehd219	61.76
gsed2206	griehd220	65.36
gsed2206	griehd221	65.39
gsed2206	griehd223	60.87
gsed2206	griehd301	68.22
gsed2206	griehd302	69.87
gsed2206	griehd305	74.51
gsed2206	griehd306	72.53
gsed2206	griehd402	69.67
gsed2206	griehd404	79.73
gsed2206	grigmd010	36.47
gsed2206	grigmd011	35.32
gsed2206	grigmd013	36.5
gsed2206	grigmd014	37.52
gsed2206	grigmd015	37.74
gsed2206	grigmd016	40.95
gsed2206	grigmd017	37.98
gsed2206	grigmd202	47.73
gsed2206	grigmd203	50.01
gsed2206	grigmd205	46.52
gsed2206	grigmd206	49.89
gsed2206	grigmd207	50.38
gsed2206	grigmd208	49.88
gsed2206	grigmd211	52.67
gsed2206	grigmd212	53.6
gsed2206	grigmd214	61.54
gsed2206	grigmd215	63.23
gsed2206	grigmd216	55.5
gsed2206	grigmd217	56.45
gsed2206	grigmd218	54.26
gsed2206	grigmd304	69.47
gsed2206	grigmd305	65.67
gsed2206	grigmd401	71.1
gsed2206	grigmd403	79.7
gsed2206	grigmd404	76.67
gsed2206	grigmd405	75.53
gsed2206	grihsd011	38.2
gsed2206	grihsd013	35.33
gsed2206	grihsd016	44.74
gsed2206	grihsd017	46.3
gsed2206	grihsd018	47.19
gsed2206	grihsd023	47.38
gsed2206	grihsd024	48.42
gsed2206	grihsd207	52.01
gsed2206	grihsd208	51.91
gsed2206	grihsd213	54.72
gsed2206	grihsd214	57.18
gsed2206	grihsd215	63.39
gsed2206	grihsd216	56.4
gsed2206	grihsd217	59.91
gsed2206	grihsd218	64.87
gsed2206	grihsd219	58.88
gsed2206	grihsd220	60.24
gsed2206	grihsd222	62.99
gsed2206	grihsd223	66.17
gsed2206	grihsd224	63.72
gsed2206	grihsd301	68.76
gsed2206	grihsd302	73.98
gsed2206	grihsd303	70.6
gsed2206	grihsd501	72.68
gsed2206	grired304	76.38
gsed2206	grired306	77.44
gsed2206	grired401	78.49
gsed2206	grired402	78.72
gsed2206	gsdcgc002	27.06
gsed2206	gsdfmc003	26.56
gsed2206	gsdgmc005	32.83
gsed2206	gsdgmc006	35.22
gsed2206	gsdgmc007	37.17
gsed2206	gsdlac001	25.77
gsed2206	gsdlac004	31.26
gsed2206	iyolgc001	30.77
gsed2206	iyolgc002	29.73
gsed2206	iyolgc003	31.1
gsed2206	iyolgc004	33.05
gsed2206	iyolgc005	36.62
gsed2206	iyolgc006	40.21
gsed2206	iyolgc013	51.85
gsed2206	iyolgc017	57.14
gsed2206	iyolgc018	59.91
gsed2206	iyolgc020	59.57
gsed2206	iyolgc021	60.93
gsed2206	iyolgc022	61.32
gsed2206	iyolgc023	61.71
gsed2206	iyolgc024	62.44
gsed2206	iyolgc025	63.72
gsed2206	iyolgc026	64.43
gsed2206	iyolgc027	65.39
gsed2206	iyolgc028	66
gsed2206	iyolgc029	68.85
gsed2206	iyolgc030	68.27
gsed2206	iyomoc001	26.55
gsed2206	iyomoc002	31.3
gsed2206	iyomoc004	31.81
gsed2206	iyomoc005	34
gsed2206	iyomoc006	33.8
gsed2206	iyomoc007	35.36
gsed2206	iyomoc008	38.48
gsed2206	iyomoc009	37.8
gsed2206	iyomoc011	40.12
gsed2206	iyomoc012	40.66
gsed2206	iyomoc013	41.15
gsed2206	iyomoc014	42.24
gsed2206	iyomoc016	44.22
gsed2206	iyomoc017	43.09
gsed2206	iyomoc018	45.43
gsed2206	iyomoc019	46.12
gsed2206	iyomoc020	48.22
gsed2206	iyomoc021	49.68
gsed2206	iyomoc022	49.96
gsed2206	iyomoc023	50.87
gsed2206	iyomoc024	50.01
gsed2206	iyomoc025	51.35
gsed2206	iyomoc027	52.87
gsed2206	iyomoc028	52.42
gsed2206	iyomoc030	53.17
gsed2206	iyomoc031	57.04
gsed2206	iyomoc032	57.58
gsed2206	iyomoc037	62.73
gsed2206	iyomoc038	69.64
gsed2206	iyomoc039	69.87
gsed2206	iyomoc040	68.63
gsed2206	iyosec001	30.24
gsed2206	iyosec002	29.74
gsed2206	iyosec003	34.01
gsed2206	iyosec004	29.54
gsed2206	iyosec005	32.4
gsed2206	iyosec006	38.54
gsed2206	kdifmd002	49.18
gsed2206	kdifmd003	52.12
gsed2206	kdifmd012	65.74
gsed2206	kdifmd013	68.14
gsed2206	kdifmd017	68.36
gsed2206	kdifmd018	71.61
gsed2206	kdifmd019	41.83
gsed2206	kdifmd020	45.82
gsed2206	kdifmd023	26.93
gsed2206	kdifmd026	68.04
gsed2206	kdifmd027	70.81
gsed2206	kdifmd141	34.72
gsed2206	kdifmd142	45.86
gsed2206	kdifmd143	50.61
gsed2206	kdifmd144	56.71
gsed2206	kdifmd152	45.16
gsed2206	kdifmd154	61.73
gsed2206	kdifmd162	50.92
gsed2206	kdifmd163	62.38
gsed2206	kdigmd001	40.03
gsed2206	kdigmd002	48.27
gsed2206	kdigmd003	54.32
gsed2206	kdigmd004	66.52
gsed2206	kdigmd005	45.06
gsed2206	kdigmd006	50.01
gsed2206	kdigmd007	62.45
gsed2206	kdigmd008	67.24
gsed2206	kdigmd009	69.87
gsed2206	kdigmd010	76.28
gsed2206	kdigmd011	64.48
gsed2206	kdigmd012	66.31
gsed2206	kdigmd013	54.79
gsed2206	kdigmd014	58.45
gsed2206	kdigmd015	67.74
gsed2206	kdigmd016	78.23
gsed2206	kdigmd017	67.43
gsed2206	kdigmd018	54.1
gsed2206	kdigmd020	57.65
gsed2206	kdigmd021	69.58
gsed2206	kdigmd022	72.43
gsed2206	kdigmd023	78.98
gsed2206	kdigmd026	32.45
gsed2206	kdigmd027	29.28
gsed2206	kdigmd028	31.05
gsed2206	kdigmd029	34.1
gsed2206	kdigmd031	40.37
gsed2206	kdigmd033	50.15
gsed2206	kdigmd034	72.72
gsed2206	macgmd002	68.64
gsed2206	macgmd003	71.51
gsed2206	macgmd041	69.87
gsed2206	mdsgmd006	50.01
gsed2206	mdtfmd001	19.64
gsed2206	mdtfmd002	32.16
gsed2206	mdtfmd003	30.82
gsed2206	mdtfmd004	30.92
gsed2206	mdtfmd005	33.97
gsed2206	mdtfmd006	32.37
gsed2206	mdtfmd007	35.51
gsed2206	mdtfmd008	35.31
gsed2206	mdtfmd009	41.53
gsed2206	mdtfmd010	41.88
gsed2206	mdtfmd011	41.88
gsed2206	mdtfmd012	41.59
gsed2206	mdtfmd014	48.26
gsed2206	mdtfmd015	47.25
gsed2206	mdtfmd016	46.06
gsed2206	mdtfmd017	52.11
gsed2206	mdtfmd018	55.61
gsed2206	mdtfmd019	61.69
gsed2206	mdtfmd020	58.69
gsed2206	mdtfmd021	55.82
gsed2206	mdtfmd022	62.3
gsed2206	mdtfmd023	62.9
gsed2206	mdtfmd024	65.73
gsed2206	mdtfmd025	64.89
gsed2206	mdtfmd026	65.49
gsed2206	mdtfmd027	67.24
gsed2206	mdtfmd028	68.62
gsed2206	mdtfmd029	69.08
gsed2206	mdtfmd030	68.49
gsed2206	mdtfmd031	69.4
gsed2206	mdtfmd032	69.64
gsed2206	mdtfmd033	71.07
gsed2206	mdtfmd034	75.85
gsed2206	mdtgmd001	18.05
gsed2206	mdtgmd002	24.26
gsed2206	mdtgmd003	30.15
gsed2206	mdtgmd004	27.14
gsed2206	mdtgmd005	28.63
gsed2206	mdtgmd006	32.86
gsed2206	mdtgmd007	32.3
gsed2206	mdtgmd008	36.5
gsed2206	mdtgmd009	35.93
gsed2206	mdtgmd010	36.44
gsed2206	mdtgmd011	41.69
gsed2206	mdtgmd012	43.77
gsed2206	mdtgmd013	43.67
gsed2206	mdtgmd014	45.65
gsed2206	mdtgmd015	46.91
gsed2206	mdtgmd016	50.01
gsed2206	mdtgmd017	49.72
gsed2206	mdtgmd018	62.71
gsed2206	mdtgmd019	49.39
gsed2206	mdtgmd020	59.65
gsed2206	mdtgmd021	54.49
gsed2206	mdtgmd022	65.23
gsed2206	mdtgmd023	67.19
gsed2206	mdtgmd024	60.67
gsed2206	mdtgmd025	65.53
gsed2206	mdtgmd026	66.02
gsed2206	mdtgmd027	68.67
gsed2206	mdtgmd028	68.54
gsed2206	mdtgmd029	66.27
gsed2206	mdtgmd030	71.04
gsed2206	mdtgmd031	66.51
gsed2206	mdtgmd032	72.47
gsed2206	mdtgmd033	74.63
gsed2206	mdtgmd034	74.04
gsed2206	mdtlgd001	21.1
gsed2206	mdtlgd002	17.27
gsed2206	mdtlgd003	32.25
gsed2206	mdtlgd004	30.77
gsed2206	mdtlgd007	45.78
gsed2206	mdtlgd008	45
gsed2206	mdtlgd009	47.92
gsed2206	mdtlgd010	52.04
gsed2206	mdtlgd013	55.41
gsed2206	mdtlgd014	59.07
gsed2206	mdtlgd015	59.89
gsed2206	mdtlgd016	58.09
gsed2206	mdtlgd017	62.98
gsed2206	mdtlgd018	60.19
gsed2206	mdtlgd019	62.63
gsed2206	mdtlgd020	64.96
gsed2206	mdtlgd021	64.09
gsed2206	mdtlgd023	66.13
gsed2206	mdtlgd024	70.77
gsed2206	mdtlgd025	67.75
gsed2206	mdtlgd026	68.57
gsed2206	mdtlgd027	68.72
gsed2206	mdtlgd028	69.5
gsed2206	mdtlgd029	71.94
gsed2206	mdtlgd030	70.43
gsed2206	mdtlgd031	69.98
gsed2206	mdtlgd032	74.11
gsed2206	mdtlgd033	73.39
gsed2206	mdtlgd034	76.17
gsed2206	mdtsed001	19.61
gsed2206	mdtsed002	22.79
gsed2206	mdtsed003	19.95
gsed2206	mdtsed004	20.12
gsed2206	mdtsed005	32.55
gsed2206	mdtsed006	37.26
gsed2206	mdtsed007	36.98
gsed2206	mdtsed008	38.51
gsed2206	mdtsed009	40.26
gsed2206	mdtsed010	46.05
gsed2206	mdtsed011	46.85
gsed2206	mdtsed012	42.79
gsed2206	mdtsed013	50.26
gsed2206	mdtsed014	50.27
gsed2206	mdtsed016	51.35
gsed2206	mdtsed017	55.49
gsed2206	mdtsed018	53.87
gsed2206	mdtsed019	62.17
gsed2206	mdtsed020	60.59
gsed2206	mdtsed021	55.58
gsed2206	mdtsed022	59.38
gsed2206	mdtsed023	59.5
gsed2206	mdtsed024	61.55
gsed2206	mdtsed025	61.78
gsed2206	mdtsed026	65.52
gsed2206	mdtsed027	62.94
gsed2206	mdtsed028	67.13
gsed2206	mdtsed029	64.41
gsed2206	mdtsed032	65.75
gsed2206	mdtsed033	65.96
gsed2206	pegfmd002	72.43
gsed2206	sbivsd003	65.08
gsed2206	sbiwmd007	73.41
gsed2206	sbiwmd008	72.18
gsed2206	sbiwmd009	73.29
gsed2206	sbiwmd010	75.44
gsed2206	sgrehd012	36.82
gsed2206	sgrfmd016	34.89
gsed2206	sgrfmd017	35.58
gsed2206	sgrgmd018	37.23
gsed2206	sgrgmd022	39.35
gsed2206	sgrhsd010	36.74
gsed2206	sgrhsd015	38.47
gsed2206	sgrred006	35.42
gsed2206	sgrred008	36.19
gsed2206	sgrred009	35.17
gsed2206	sgrred010	35.99
gsed2206	sgrred016	35.5
gsed2206	sgrred018	33.56
gsed2206	sgrred025	48.21
gsed2206	sgrred030	48.4
gsed2206	sgrred032	48.3
gsed2206	sgrred035	50.47
gsed2206	sgrred036	50.06
gsed2206	sgrred041	51.49
gsed2206	tepcod010	72.53
gsed2206	tepcod133	69.76
gsed2206	teplgd002	67.76
gsed2206	teplgd018	71.02
gsed2206	teplgd020	68.69
gsed2206	teplgd022	69.59
gsed2206	teplgd023	67.72
gsed2206	teplgd025	67.71
gsed2206	teplgd031	70.97
gsed2206	teplgd032	69.8
gsed2206	teplgd034	70.97
gsed2206	teplgd035	69.44
gsed2206	teplgd036	69.2
gsed2206	teplgd040	72.8
gsed2206	teplgd281	68.58
gsed2206	teplgd282	71.14
gsed2206	teplgd283	70.59
gsed2206	teplgd291	69.9
gsed2206	teplgd293	68.19
gsed2206	teplgd301	71.04
gsed2206	teplgd302	70.34
gsed2206	teplgd303	71.38
gsed2206	teplgd391	70.87
gsed2206	teplgd392	70.51
gsed2206	teplgd393	71.01
gsed2206	teplgd394	72.32
gsed2206	tepmod005	67.2
gsed2206	tepmod006	69.03
gsed2206	tepmod009	69.64
gsed2206	tepmod049	70.55
gsed2206	tepmod442	69.87
gsed2206	vinxxc004	59.07
gsed2206	vinxxc006	52.1
gsed2206	vinxxc007	52.12
gsed2206	vinxxc008	53.04
gsed2206	vinxxc013	56.62
gsed2206	vinxxc015	59.84
gsed2206	vinxxc016	59.91
gsed2206	vinxxc019	61.1
gsed2206	vinxxc021	58.07
gsed2206	vinxxc024	60.11
gsed2206	vinxxc029	57.08
gsed2206	vinxxc030	60.09
gsed2206	vinxxc037	60.53
gsed2206	vinxxc038	60.21
gsed2206	vinxxc041	61.86
gsed2206	vinxxc046	61.73
gsed2206	vinxxc048	60.09
